Controle,Base,natureza,data,HoraI,HoraF,local_ocorrencia,bairro,municipio,dinheiro_apreendido,total_armas,total_drogas_g,lat_long_str,area_faccao,lat,long,is_cvli,has_large_seizure,has_weapons_drugs
31414,CRATO-1ºPEL/1ªCIA/5ºBPRAIO,DIREÇÃO PERIGOSA - Art.175/CTB,2025-01-06,11:00,12:00,"Rua Manoel Macêdo, 293",Seminário,Crato,0.0,0,0.0,"-7.2309755,-39.4180236",PCC,-7.2309755,-39.4180236,False,False,False
31416,CAUCAIA-1ªCIA/2ºBPRAIO,APRESENTAÇÃO E APREENSÃO DE DROGAS,2025-01-06,11:30,13:30,"Rua Maria Do Carmo, 1123",Conj. Metropolitano,Caucaia,0.0,0,19.0,"-3.7300563,-38.6593082",SEM_FACCAO,-3.7300563,-38.6593082,False,False,False
31417,PENTECOSTE-5ºPEL/5ªCIA/4ºBPRAIO,APRESENTAÇÃO E APREENSÃO DE ARMA DE FOGO,2025-01-06,12:40,15:16,Rua Nila Barreto,Nossa Senhora Do Rosário,General Sampaio,0.0,1,0.0,"-4.0531489,-39.4548321",SEM_FACCAO,-4.0531489,-39.4548321,False,False,False
31425,PACAJUS-1ºPEL/4ªCIA/2ºBPRAIO,APRESENTAÇÃO E APREENSÃO DE ARMA DE FOGO; APRESENTAÇÃO E APREENSÃO DE DROGAS,2025-01-06,17:00,20:10,Rua 22 com Rua Nice De Oliveira,Alto Do Bode,Pacajus,0.0,2,4.0,"-4.171073,-38.464988",GDE,-4.171073,-38.464988,False,False,True
31419,NOVA RUSSAS-2ºPEL/4ªCIA/5ºBPRAIO,TRÁFICO DE DROGAS,2025-01-06,12:30,16:20,"Rua Maria Alves Magalhães, 85",Jucás,Monsenhor Tabosa,0.0,0,0.0,"-4.7879512,-40.063949",SEM_FACCAO,-4.7879512,-40.063949,False,False,False
31420,CARIRIAÇU-7ºPEL/1ªCIA/5ºBPRAIO,RECEPTAÇÃO - Art. 180/CPB,2025-01-06,10:00,16:50,CE 060,Zona Rural,Caririaçu,0.0,0,0.0,"-7.0417053,-39.2835527",SEM_FACCAO,-7.0417053,-39.2835527,False,False,False
31421,BEBERIBE-1ºPEL/2ªCIA/3ºBPRAIO,ADULTERAÇÃO DE VEÍCULO - Art. 311/CPB,2025-01-06,11:00,15:00,Rua José Tome,Córrego Do Sal,Beberibe,0.0,0,0.0,"-4.3482015,-37.9424677",GDE,-4.3482015,-37.9424677,False,False,False
31422,IGUATU-2ªCIA/5ºBPRAIO,POSSE ILEGAL DE MUNIÇÃO DE USO PERMITIDO - Art. 12/Lei nº 10.826/2003,2025-01-06,16:30,18:15,"Rua 07 de setembro, 313",07 de setembro,Iguatu,0.0,1,0.0,"-6.3655384,-39.3008033",SEM_FACCAO,-6.3655384,-39.3008033,False,False,False
31423,FORTALEZA-1ªCIA/1ºBPRAIO,APRESENTAÇÃO E APREENSÃO DE DROGAS,2025-01-06,16:00,17:00,Travessa Gerson Gradvol,Centro,Fortaleza,0.0,0,900.0,"-3.7281287,-38.527412",SEM_FACCAO,-3.7281287,-38.527412,False,False,False
31418,FORTALEZA-2ªCIA/1ºBPRAIO,VEÍCULO LOCALIZADO,2025-01-06,13:34,15:30,"Travessa Oliveiras, 171",Lagamar,Fortaleza,0.0,0,0.0,"-3.7627543,-38.5148063",SEM_FACCAO,-3.7627543,-38.5148063,False,False,False
31458,ICO-2ºPEL/2ªCIA/5ºBPRAIO,ROUBO,2025-01-07,15:20,18:00,Rua Chico Florzinha,Posto Continental,Icó,0.0,0,0.0,"-6.4003992,-38.8575946",CV,-6.4003992,-38.8575946,True,False,False
31459,MESSEJANA-1ºPEL/1ªCIA/1ºBPRAIO,MANDADO DE PRISÃO; DIREÇÃO PERIGOSA - Art.175/CTB; DESOBEDIÊNCIA - Art. 330/CPB,2025-01-07,13:30,18:00,"Rua Marlion Osterno, 28, Quadra 5",Aracape,Fortaleza,0.0,0,0.0,"-3.8307895,-38.5869684",SEM_FACCAO,-3.8307895,-38.5869684,False,False,False
31460,UBAJARA-5ºPEL/2ªCIA/4ºBPRAIO,APRESENTAÇÃO E APREENSÃO DE DROGAS,2025-01-07,17:30,19:30,Sítio Taboca de Baixo,Zona Rural,Tianguá,92.0,0,27.9,"-3.7307332,-41.0004019",PCC,-3.7307332,-41.0004019,False,False,False
31461,SOBRAL-1ªCIA/4ºBPRAIO,MANDADO DE PRISÃO,2025-01-07,18:00,19:00,Rua Dr. João Alvesde Melo,Dom José II,Sobral,0.0,0,0.0,"-3.6940905,-40.3674335",SEM_FACCAO,-3.6940905,-40.3674335,False,False,False
31462,FORTALEZA-1ªCIA/1ºBPRAIO,VEÍCULO LOCALIZADO,2025-01-07,17:00,19:55,"Rua Serena, bloco 115","Conj. Miguel Arrais, Siqueira",Fortaleza,0.0,0,0.0,"-3.7304512,-38.5217989",SEM_FACCAO,-3.7304512,-38.5217989,False,False,False
